date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-08-26 07:20:02,NPP_GH,,4,24,77,"Mahama had Access to the financial dealings of the country as President and concluded that Free SHS is not possible. The guy has not changed he is just angry that Nana has proven him wrong, he just want to come prove why it won’t work. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298520564961869825,https://twitter.com/NPP_GH/status/1298520564961869825
2020-08-26 07:10:03,NPP_GH,,150,123,867,"So Mahama wants to cancel free SHS and tell the kids to go and ride Okada. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298518051806117893,https://twitter.com/NPP_GH/status/1298518051806117893
2020-08-26 07:05:04,NPP_GH,,20,41,161,"Mahama and the NDC are complaining about Free SHS because they claim their problem is Nana Addo is using Oil revenue to finance. They just want to use the money to pay judgement debt instead of using it for free SHS. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298516796555886593,https://twitter.com/NPP_GH/status/1298516796555886593
2020-08-26 07:00:17,NPP_GH,,12,18,79,"Mahama believes It is unwise to implement Free SHS Policy he made this point at the NDC’s Tarkwa unity walk. It is this belief that will guide him to cancel the Free SHS policy. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298515593520451585,https://twitter.com/NPP_GH/status/1298515593520451585
2020-08-26 06:55:03,NPP_GH,,10,30,108,"John Mahama cancelled the Arabic Teachers Allowance. John Mahama cancelled the Teacher trainee allowance (alawa) John Mahama will cancel Free SHS #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298514276727115777,https://twitter.com/NPP_GH/status/1298514276727115777
2020-08-26 06:50:02,NPP_GH,,2,25,91,"Mahama said it is expensive to spend 2 billion cedis on Free SHS alone. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298513014656770048,https://twitter.com/NPP_GH/status/1298513014656770048
2020-08-26 06:45:08,NPP_GH,,19,38,124,"Mahama has demonstrated no commitment to free SHS. He simply does not care about the next generation. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298511780554199040,https://twitter.com/NPP_GH/status/1298511780554199040
2020-08-26 06:40:02,NPP_GH,,5,21,64,"Mahama NDC’s National Organiser said to Tempane SHS students to “reject Akufo-Addo for implementing a shambolic free SHS.” #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298510499231997956,https://twitter.com/NPP_GH/status/1298510499231997956
2020-08-26 06:35:02,NPP_GH,,2,31,82,"Mahama’s former Deputy Communications Minister on May 14,2018 warned the Akufo-Addo government saying “you can’t use oil money to fund free SHS” #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298509239783174146,https://twitter.com/NPP_GH/status/1298509239783174146
2020-08-26 06:30:14,NPP_GH,,5,26,77,"Mahama believes “Free SHS will collapse the education system of Ghana” he said this on the 23 of November, 2012 at Okere in the Eastern region. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298508030993145856,https://twitter.com/NPP_GH/status/1298508030993145856
2020-08-26 06:25:02,NPP_GH,,3,24,79,"Mahama NDC’s MP on June 19,2018 said “ over concentration on free SHS is stifling funds meant for flood prevention.” #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298506721850253315,https://twitter.com/NPP_GH/status/1298506721850253315
2020-08-26 06:20:02,NPP_GH,,13,43,115,"Mahama NDC’s Chairman on 18 December,2018 said “double track system is causing teenage pregnancies.” #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298505464049807360,https://twitter.com/NPP_GH/status/1298505464049807360
2020-08-26 06:15:04,NPP_GH,,7,42,161,"Mahama will cancel Free SHS just as he cancelled Nurse’s and Teacher’s training allowance. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298504213513863169,https://twitter.com/NPP_GH/status/1298504213513863169
2020-08-26 06:10:02,NPP_GH,,7,29,72,"Mahama NDC’s Asiedu Nketiah on October 1, 2018 said that free SHS is shambolic and that it will have to be stopped. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298502950147457024,https://twitter.com/NPP_GH/status/1298502950147457024
2020-08-26 06:05:02,NPP_GH,,11,35,132,"Just as Mahama collapsed the NHIS, so he will collapse the FreeSHS. #MahamaWillcancelFreeSHS",,,#MahamaWillcancelFreeSHS,1298501691696971776,https://twitter.com/NPP_GH/status/1298501691696971776
2020-08-26 06:00:12,NPP_GH,,9,37,128,"Mahama’s National Women Organiser on November 20,2016 said “free SHS will breed teenage pregnancies.” #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298500475306868736,https://twitter.com/NPP_GH/status/1298500475306868736
2020-08-26 05:55:02,NPP_GH,,5,26,53,"Mahama’s minister, Mahama Ayariga on September 10, 2016 said “Choose Mahama’s education policy, it is better that Akufo-Addo’s Free SHS. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298499172019179521,https://twitter.com/NPP_GH/status/1298499172019179521
2020-08-26 05:50:02,NPP_GH,,5,37,126,"Mahama’s Education Minister on 10 September,2012 said “Free SHS can only be possible in 2032, in 20 years time”. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298497916013813760,https://twitter.com/NPP_GH/status/1298497916013813760
2020-08-26 05:45:03,NPP_GH,,6,16,60,"Mahama on 1st October,2018 said the two billion Ghana cedis expenditure on Free SHS is constricting government’s budget and hinted on scrapping the policy. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298496662344806400,https://twitter.com/NPP_GH/status/1298496662344806400
2020-08-26 05:40:02,NPP_GH,,5,27,75,"Mahama on his presidential primaries tour said to Akufo-Addo’s “FREE SHS is not working”. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298495399892746242,https://twitter.com/NPP_GH/status/1298495399892746242
2020-08-26 05:35:02,NPP_GH,,3,18,72,"Mahama on November 25,2017 stated that “Lalasulala Free SHS will fail”. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298494140360069122,https://twitter.com/NPP_GH/status/1298494140360069122
2020-08-26 05:30:11,NPP_GH,,15,52,162,"Mahama at NDC’s Tarkwa unity walk strongly rejected the FREE SHS policy stating that it is UNWISE to implement it. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298492918970421248,https://twitter.com/NPP_GH/status/1298492918970421248
2020-08-26 05:25:02,NPP_GH,,8,41,196,"Mahama in 2016 at UCC said Free SHS by NPP is a political gimmick. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298491622158675968,https://twitter.com/NPP_GH/status/1298491622158675968
2020-08-26 05:20:02,NPP_GH,,21,75,304,"Mahama on October 23,2012 told the people of Okere that Free SHS will collapse the education system of Ghana. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298490363095678977,https://twitter.com/NPP_GH/status/1298490363095678977
2020-08-26 05:15:03,NPP_GH,,5,21,87,"Mahama led NDC in 2012 to doctor Pastor Mensa Otabil’s sermon and make it sound against Free SHS. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298489109493747712,https://twitter.com/NPP_GH/status/1298489109493747712
2020-08-26 05:10:02,NPP_GH,,8,40,158,"Mahama led the NDC to sponsor 46 radio and TV adverts against Free SHS. #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298487847352242180,https://twitter.com/NPP_GH/status/1298487847352242180
2020-08-26 05:05:03,NPP_GH,,7,27,78,"""You can’t pay District Assemblies Common Fund, you can’t pay NHIS, you can’t pay GETFund, you can’t pay salaries because all your money is going into Free Senior High School. FREE SHS will collapse the economy” - John Mahama, Somanya, 24 February, 2018 #MahamaWillCancelFreeSHS",,,#MahamaWillCancelFreeSHS,1298486595113361408,https://twitter.com/NPP_GH/status/1298486595113361408
